title,comment_text,author_id,votes_up,votes_down,votes_count,votes_point,comment_count,parent_id,comment_thread_id,course_id,text_type,update_timestamp
,"@JSmith-Lex why is ""BINOM.DIST.RANGE(100,0.5,60,100)"" calculating that only 60 heads occur, doesn't the number_s / begin range = 60, number_s2 / end range = 100) produce probability of outcome for 60-100 desired heads event outcomes in 100 trials?",13739955,0,0,0,0,,59fff6b4af36f3159200025f,59fda0840c1c98168500010a,Microsoft+DAT222x+4T2017,Comment,2017-11-07T21:57:50.590Z
,"Thank you JSmith-Lex, I get it now. I must admit I get a bit lost from time to time, hopefully another go at Modules 3 and 4 will make things a bit clearer for me.",16494201,0,0,0,0,,59fff6b4af36f3159200025f,59fda0840c1c98168500010a,Microsoft+DAT222x+4T2017,Comment,2017-11-07T14:11:22.964Z
,"Ok, thank you for the clarification.",16494201,0,0,0,0,,59fff1ec4ea04c16c2000266,59fd9de44ea04c16b300014a,Microsoft+DAT222x+4T2017,Comment,2017-11-07T14:07:43.080Z
,"I agree with you. It should be Ratio, but it isn't. The correct answer according to the quiz is Ordinal which makes zero sense to me.",16494201,0,0,0,0,,59fcb674af36f315be0000d9,59fc44d3af36f315c1000092,Microsoft+DAT222x+4T2017,Comment,2017-11-07T14:01:44.963Z
,"The discussion post that you refer to is fine for the first problem, but not helpful for the Liars problem discussed above.  The probability calculation shown in the post refers to a different problem (Gold-Silver?), not the Liars problem.",2556761,0,0,0,0,,5a000d80af36f3159400027c,59fddf4f4ea04c16bc000159,Microsoft+DAT222x+4T2017,Comment,2017-11-07T13:34:46.696Z
,I am also completely stuck at this one.,13103099,0,0,0,0,,,59ff2adeaf36f315d30001cc,Microsoft+DAT222x+4T2017,Comment,2017-11-07T13:29:28.082Z
,"I noticed too. Would be better if you'd change this for future students. We're taught one thing, and then 'forced' to do something else in homework assignments. Doesn't make sense.",13103099,0,0,0,0,,59f8487fbc04a60a28002b27,59f4592b4ed74909af0029d9,Microsoft+DAT222x+4T2017,Comment,2017-11-07T13:28:38.342Z
,"Hi viktorias, 85% of all cabs are blue i.e. P(Blue Cab) = .85 and the remaining are Green Cab i.e. P(Green Cab) = .15. Now, 80% is identified the color and surveyed that its is Green, therefore the Likelihoods i.e. P(Green |Green) = .80 and that is not identified P(Green|Blue) =.20 . Now, using Bayes Rule, we can find that Probability of having the green cab.",12639383,0,0,0,0,,,59f38aabbc04a60a1d002833,Microsoft+DAT222x+4T2017,Comment,2017-10-30T13:49:08.580Z
,"Hi myusrn, if you will take the union then that will consider all the places for 2 and but we have at least on of your toss should be 2. Means that you can use the only one place to fill not all.",12639383,0,0,0,0,,59ea6b214ed74909ee0022ea,59e8ceb44ed74909f400221b,Microsoft+DAT222x+4T2017,Comment,2017-10-30T13:39:11.820Z
,"Hi BeverlyAnd, thanks for the feedback. But the situation remains same in both the cases.",12639383,0,0,0,0,,59f18b964ed74909c300268e,59f1514e50ef220a160028b7,Microsoft+DAT222x+4T2017,Comment,2017-10-30T13:23:53.544Z
,"Hi Guys, yeah it's a tricky one but the answer is right there.",16526842,0,0,0,0,,,59f37e674ed74909cd0028b8,Microsoft+DAT222x+4T2017,Comment,2017-10-30T12:46:48.220Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f6d8264ed74909fd002aec,Microsoft+DAT222x+4T2017,Comment,2017-10-30T09:13:03.089Z
,"Hi, Jaqo59

Below is the steps:

1. Select the column ""Population estimate, July 1, 2015"", go insert, pivot table.

2. In ""Pivot Table Fields"", pick ""Population estimate, July 1, 2015"" in ""Rows"" and ""values"".

3. Double click ""Sum of Population estimate, July 1, 2015"", change ""sum"" to ""count"".

4. Randomly select a row from the left column∩╝îright click, choose ""Gruop"", configure the range: 
![2][1]

Below is the final table.
![3][2]


  [1]: https://edxuploads.s3.amazonaws.com/15093530302644924.png
  [2]: https://edxuploads.s3.amazonaws.com/15093530535091393.png",16524953,0,0,0,0,,,59f625874ed74909ac0029a8,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:44:51.910Z
,"It was in Module 4, Adaptive Test. Not in a particular section the final Quiz. I can publish the question if it is OK.
",1376439,0,0,0,0,,59ef129b4ed74909dc0025a0,59ee559a50ef2209f9002549,Microsoft+DAT222x+4T2017,Comment,2017-10-24T15:48:03.867Z
,"For those people that are still waiting to finish the module 4 quiz because of this missing information,  you can still proceed to Module 5 and at least go through the other course information during this interim. Not sure if others were unaware of this. ",15229757,0,0,0,0,,59ed8bf150ef2209d2002516,59ed7314bc04a60a0200247c,Microsoft+DAT222x+4T2017,Comment,2017-10-24T15:41:51.194Z
,"Hi Marco,

I was in a Kolon 20 year ago. I am glad you're here with me.

Ps",9797717,0,0,0,0,,,59ee573750ef2209d500248a,Microsoft+DAT222x+4T2017,Comment,2017-10-24T15:37:11.974Z
,"Hello,

I am too.

Ps",9797717,0,0,0,0,,,59ee160e50ef220a11002573,Microsoft+DAT222x+4T2017,Comment,2017-10-24T15:35:51.692Z
,"Hello, Mustafa,

Your choice for this course is perfect for you!

Ps",9797717,0,0,0,0,,,59ef0caabc04a60a28002549,Microsoft+DAT222x+4T2017,Comment,2017-10-24T15:35:01.696Z
,"Hi Sumairsayani,

Thank you the reply. <br>
I think I  got it.  

Thanks.",13008556,0,0,0,0,,59eee552bc04a60a250024ce,59eb8c5e4ed74909df0022ff,Microsoft+DAT222x+4T2017,Comment,2017-10-24T14:14:50.562Z
,"OK.  Thanks.  Basically you just format each bar or pie segment with the appropriate color.  No way to do it automatically from the data itself.  Right?, or did I miss something?",2556761,0,0,0,0,,59ef09ddbc04a609fe002699,59eeadb04ed74909e8002433,Microsoft+DAT222x+4T2017,Comment,2017-10-24T13:41:27.647Z
,"What is the probability of being dealt flush in hearts?

The correct answer is not one of the four choices.",3616218,0,0,0,0,,59e8500fbc04a60a110020c5,59e721e14ed74909df002079,Microsoft+DAT222x+4T2017,Comment,2017-10-24T13:23:04.238Z
,"Banyon, LindaHV,

I had the same thinking as Banyon, that it was ordinal.  Favorite clearly implies rank, thus ordinal.  The topic of 'natural' helped me sort of, but even in the videos one of the examples of ordinal was rating a teacher, excellent to poor.  My rating of the teacher belongs to me; it's also not inherent in the teacher.  (which maybe why he mentioned such ratings are controversial? :))  A rating of a teacher would be ranked by an individual, not a natural order of things as in the school type example. Like Banyon I want to make sure I'm understanding this.  This topic seems to be hinting that all data isn't as black and white as it may seem and this is something we should recognize as we go forward...  Would love any more feedback from Staff.  Thank you!",14237707,0,0,0,0,,59ef029450ef220a2300258d,59ecb17e50ef2209ed002378,Microsoft+DAT222x+4T2017,Comment,2017-10-24T13:15:09.236Z
,"Hi all,

The pre-test is random for everyone, so the total number of the questions is uncertain.

The pre-assessment is worth 1 point, and as long as you answer at least 34 questions, you will earn the point. If you answer less than that, you get the fraction of the point that is equivalent to the percent that you answered. It has NOTHING to do with correctness, though. It is entirely based on the number answered. We did this because we need a good baseline of your preknowledge to evaluate the effectiveness of our experimental designs on your knowledge after the course. By adding a tiny bit of importance to the pretest by making it worth 1 point, we are hoping that students will take the time to do the pretest. Note that the pre and post surveys are also worth a point in the homework and this is no different.

Good luck!",9080860,0,0,0,0,,,59eb2c3e50ef2209d50022ef,Microsoft+DAT222x+4T2017,Comment,2017-10-24T10:19:43.284Z
Introduction,Greeting all looking forward to furthering my excel skills.,4209638,0,0,0,0,3.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-19T08:48:10.419Z
wrong extension subrip (.srt) files,Why all subrip (.srt) files have .txt extension? I have downloaded and checked.,5854129,0,0,0,0,3.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T04:32:36.016Z
Hello,"My name is Carlos Valencia, and I┬┤m currenty managing director in a wholesale distribution company in  Bogota, Colombia. I'm really looking forward to learn from this course.",16361047,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:24:49.004Z
Presentation,"Hi, my name is Julio Bueyes, I'm from Mexico, and I want learn more about Statistics using Excel, this is a great opportunity to learn and to achieve better job",6392146,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:25:34.172Z
Future in Analytics,Hey everyone! My name is Brittany and I live in the U.S. I currently work in sales and I'd like to eventually begin a career in business analytics.,15118566,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:26:24.412Z
Quiz Data for Pareto question,"Where can I find the data for Module 1 Quiz Data_Pareto.xlsx?
Module1Demos does not contain a worksheet names Data_Pareto.",15748217,0,0,0,0,3.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:33:22.894Z
Another missing file,"Finally getting going on the pretest and now it references another file that I can't seem to find anywhere, Module 1_Quiz Data_BoxPlot.xlsx  

Where is this data?",13759774,1,0,1,1,2.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-19T02:18:24.315Z
Introduction,"Hello, I am Rob, physics teacher from central Pennsylvania.",10740084,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:30:50.592Z
Hi ,"Hello, My name is Francisco and I'm from portugal. Doctor here =)",14493143,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:31:28.306Z
Error in Statistics Primer,http://joxi.ru/DmBa87tN80XxrP,15478168,0,0,0,0,4.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-19T03:19:18.900Z
Hello,Hi! My name is Alejandra and I'm a Civil Industrial Engineer form South America. Nice to meet you!,14719093,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:33:55.322Z
Hello!,"Hi, this is Kevin and I am exciting to learn about new ways of using Excel to analyze data",3306927,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:34:32.084Z
"Hi,","I am Raheemat, Faculty member, School of Communication, Lagos State University, Lagos, Nigeria. I look forward to an insightful learning experience on this course. ",11794420,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:34:51.324Z
Greetings,Hi I'm Fiona from France. Looking forward to learning more about statistics,16186647,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:35:14.926Z
Module 1_Quiz Data_Stocks.xlsx,Can someone tell me where to find the Module 1_Quiz Data_Stocks.xlsx file? Thank you.,5263821,2,0,2,2,5.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T22:50:14.351Z
Downloading of Office 2016,The key provided does not work in my part of the world.  Any other options on how to work with Excel 2016?,10103624,0,0,0,0,2.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T11:19:58.880Z
,I mean the three questions of module 3 lab JulyMVSDHW. ,15215355,0,0,0,0,,5a127534af36f31577000e21,5a101f8faf36f315b5000c23,Microsoft+DAT222x+4T2017,Comment,2017-11-20T17:23:18.363Z
,JulyMVSDHW,15215355,0,0,0,0,,5a127534af36f31577000e21,5a101f8faf36f315b5000c23,Microsoft+DAT222x+4T2017,Comment,2017-11-20T17:21:04.410Z
,"Do you plan to compensate the participants with something who are facing this issue?
Most of us probably have taken this module in order to complete MS Data Science course. 
This is a serious loss of time for us.",15704447,0,0,0,0,,,5a123b9a4ea04c1692000d98,Microsoft+DAT222x+4T2017,Comment,2017-11-20T14:57:12.527Z
,A bunch of people are having the exact same problem. I am and it is occurring on both the module 5 quiz and the final test,12569125,0,0,0,0,,,5a11be104ea04c16d7000cfd,Microsoft+DAT222x+4T2017,Comment,2017-11-20T14:43:51.157Z
,"Yes, that's exactly the error. I'm receiving it on both the Module 5 quiz and the final test. I answered the first question or both but can't move forward. I made sure to update my computer completely and reset it but still no resolution. I'm not sure what to do. If someone figures it out, please let me know!",12569125,0,0,0,0,,5a10062caf36f315d0000c41,5a0f1d2f4ea04c1694000b81,Microsoft+DAT222x+4T2017,Comment,2017-11-20T14:42:43.700Z
,"Hi Carlos, welcome to the course. Happy learning.",12639383,0,0,0,0,,,5a12c72eaf36f31582000e11,Microsoft+DAT222x+4T2017,Comment,2017-11-20T14:23:55.268Z
,"Hi Istvanbatori

I think this original ""Demo and example CLT"" sheet may have some wrong, so they display #N/A. You need to type the formula by yourself follow the video, the table is the repetition of the above table, it is useless, may be a wrong too. About 10000 toss, the larger the sample space of a random event, the more likely it is to display its features 
",16524953,0,0,0,0,,,5a1177c00c1c9816bd000d0e,Microsoft+DAT222x+4T2017,Comment,2017-11-20T08:30:39.713Z
,"Hi VMN86

I think the explanation of this question is wrong, the mean of REITS is 0.12, the mean of Gold is 0.11, so the right answer is REITS. 

Below is my boxplot:

![4][1]


  [1]: https://edxuploads.s3.amazonaws.com/15111625662357047.png",16524953,0,0,0,0,,,5a01afad0c1c9816a500039d,Microsoft+DAT222x+4T2017,Comment,2017-11-20T07:22:53.759Z
,"Hi Maryamumar

![3][1]

Population variance=SUMPRODUCT(I7:I10,G7:G10)

Population Standard deviation=SQRT(Pouplation variance)


  [1]: https://edxuploads.s3.amazonaws.com/15111609164414467.png",16524953,0,0,0,0,,5a037cd84ea04c16a1000547,59eb8c5e4ed74909df0022ff,Microsoft+DAT222x+4T2017,Comment,2017-11-20T06:57:53.443Z
,"Hi  Sjmathis

The transcript "" 417.05 and 433.89 "" is right, the video is wrong, thank you for your attention, we will fix this problem in the future.",16524953,0,0,0,0,,5a0ea4614ea04c168c000bef,5a070c56af36f315aa00070d,Microsoft+DAT222x+4T2017,Comment,2017-11-20T06:48:03.354Z
, Welcome to the course. Happy learning.,16524953,0,0,0,0,,,5a1273890c1c981696000dbc,Microsoft+DAT222x+4T2017,Comment,2017-11-20T06:27:54.533Z
,"Hi  jaqo59

Please specify the location of the questions such as **Module xx L xx HW xx**",16524953,0,0,0,0,,,5a101f8faf36f315b5000c23,Microsoft+DAT222x+4T2017,Comment,2017-11-20T06:24:52.505Z
,"Hi, this says that Ho: p1-p2= or >=0 Ha: p1-p2<0 Alternative is lower one-sided alternative.",12639383,0,0,0,0,,5a0e7ca04ea04c16a4000b2c,5a0de5bc0c1c9816bb000b81,Microsoft+DAT222x+4T2017,Comment,2017-11-20T05:51:28.802Z
Poorly worded question in Pre-test,"I got a question in the pretest that asked me to calculate the average rate of return for each of the stocks in Module 1_Quiz CAGR.xlsx  and determine which stock had the highest rate of return.  Perhaps I was primed by the name of the spreadsheet, but it seemed natural to me to calculate the CAGR if I was looking for the average rate of return based on the data in the spreadsheet, which I did and was marked wrong.  The answer that the question was looking for was based on taking a simple average of the rates. 

I would suggest either removing this question or wording it more specifically to indicate that you are looking for the simple average.",15420661,0,0,0,0,0.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-24T14:51:13.488Z
Data for Module 1 Heirarchial HW Question 1,"The sheet I downloaded has no data for question #1.  It has two charts (or tables?) which display as blank areas with the error message ""Your version of Excel can not display this data ..."".

I can appreciate that you can't afford to support every existing version of Excel (or it's variants) in this course, but it would be helpful if you could at least show the data you're using as a standard Excel table.  This would give those of us who don't own the latest and greatest version, or who are running a variant on another operating system (I'm running Linux) a chance to find workarounds for the questions you are asking.  I hope the quizzes supply all the data.",2556761,0,0,0,0,6.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-11-03T01:26:51.267Z
,"As I stated, my calculation showed the interval as [420,6839 - 443,3160]

Lower value of 420,6839 is 420.
Higher value of 443,3160 is 444.

There is such a choice. It is [420, 444].

However, I clicked the ""show answer"" button. It showed [423, 442] choice as the correct answer.

Can anyone help me what is the right answer and why is this answer right?",1164473,0,0,0,0,,5a0b0748af36f315820009b3,5a007e374ea04c16b90002d2,Microsoft+DAT222x+4T2017,Comment,2017-11-15T19:30:36.272Z
,"I certainly disagree regarding quality and accuracy, but the final quiz is certainly too long.

Btw, you can actually just press Next at some point and still get your certificate. I had enough of it at some point and I still finished with 91%",12890388,0,0,0,0,,59f9951c50ef2209e1002b33,59f99249bc04a609dd002c2a,Microsoft+DAT222x+4T2017,Comment,2017-11-15T19:27:51.242Z
,"Hey JSmith-Lex,

Thank you for your response, I've already send the email. ",7898110,0,0,0,0,,5a09001e0c1c9816ca00080b,5a058f54af36f3159e000630,Microsoft+DAT222x+4T2017,Comment,2017-11-15T18:52:30.455Z
,"The red line can we considered as ""Total percentage"" to the point on X axis.",15255290,0,0,0,0,,,5a0c3b05af36f315be000a31,Microsoft+DAT222x+4T2017,Comment,2017-11-15T18:03:06.264Z
,"I totally agree, the module itself is pretty big, let alone the seemingly infinite repetitions of marginally altered quiz questions. 50 is way too much",12890388,0,0,0,0,,59f5a708bc04a609fc002a9c,59f2183650ef2209f600282d,Microsoft+DAT222x+4T2017,Comment,2017-11-15T15:54:51.439Z
,Thanks.  I will review that module.,12135495,0,0,0,0,,5a0509600c1c9816a50005ea,5a046eb8af36f315be0005ba,Microsoft+DAT222x+4T2017,Comment,2017-11-15T15:40:20.557Z
,"Hi, you have to choose the upper limit as higher. Yusufkivanc, your calculation is right. You can chose the higher value for upper limit and for lower limit a little bit lower.",12639383,0,0,0,0,,5a0b0748af36f315820009b3,5a007e374ea04c16b90002d2,Microsoft+DAT222x+4T2017,Comment,2017-11-15T13:00:14.263Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f686114ed74909c7002ac3,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:37:17.872Z
,"Hi BeverlyAnd, You have P(Pat %of meal bagged), P(Pat % Remembered Coupon). Now, you have to find the P(Not remembering a coupon) and then P(Meal Bagged and Not having Coupon). ",12639383,0,0,0,0,,,59f6be3e50ef2209f3002ac1,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:33:38.092Z
,"Hi, The upper and lower whiskers are pretty much the same size and for each box the mean and median are very close indicating symmetry or a lack of skewness.",12639383,0,0,0,0,,,59f4a8754ed74909f70028d2,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:27:09.395Z
,"Hi All, the answer is correct in the system. Please check once in Values fields, you are taking count/column row percentage. Try once taking the row percentage you will get the desired results.
",12639383,0,0,0,0,,,59f37e674ed74909cd0028b8,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:14:36.368Z
,"Hi, as per your screenshot you are getting the % of Grand Total but you have to take the % Row Total. You can click on the values at ""Count of Outcomes"". From Value Field Setting, choose ""Show value as"" and select ""Row Total "" from the drop down.",12639383,0,0,0,0,,59f6a0f350ef2209f6002aae,59f4cedebc04a609d70028fa,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:11:12.426Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f6cea450ef2209f9002a97,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:07:52.766Z
,"Hi, please check the steps once. 

1) calculate the daily percentage i.e. daily percentage (current-previous day)/previous day<br/>
2) add one to each observation daily percentage + 1<br/>
3) use geo mean formula to calculate cagr.<br/><br/>
Also, make sure you are calculating daily percentage and not adding 1 to 1st row.

Hope this helps you.",12639383,0,0,0,0,,,59f60cc0bc04a60a2f002a04,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:06:22.086Z
,"Hi, try once all three histograms to have the same bin width (I used .115), left the overflow and underflow bins the same. You will be able to get the right answer",12639383,0,0,0,0,,,59e9bf5e4ed74909fd0022f8,Microsoft+DAT222x+4T2017,Comment,2017-10-30T08:03:04.199Z
,"Hi BeverlyAnd

M2L4HW1 formula : P (win at least once) = 1 - P(never win) = 1 - (37/38)^25 = 0.49.  Key is to note that Prob you lose each time is (37/38)(37/38)....(37/38) 25 times. 

M2L4HW2: We assume B = Bachelor viewer, M = Man, W = Woman. The probability of Man is 0.5 P(M)=0.5, the probability of woman is 0.5 P(W)=0.5. There are 10% of all adults watch ""The Bachelor"" television program. So the probability of Bachelor viewer is 0.1 P(B) =0.1.  There are 80% of ""The Bachelor"" viewers are women, so the probability of woman in ""The Bachelor"" viewers is 0.8  P(W|B) =0.8. That a given person who is a Bachelor viewer and who is also a woman Bachelor viewer is P(B AND W) = P(B) * P(W|B) =0.08. Last the given person is from all adults, so if you want a given woman the probability need to be divided by 0.5, P(B|W) = .08/.5 = .16.
",16524953,0,0,0,0,,59f2dc4fbc04a609f30028dd,59f2d954bc04a609f30028db,Microsoft+DAT222x+4T2017,Comment,2017-10-30T07:39:11.783Z
,"Hi, please check the calculation once and check whether you get the correct answer.

Follow the following steps to calculate the:

1) **For calculating the daily percentage return** : leave blank the first cell blank in which you are calculating the percentage. In second cell, calculate the percentage using the formula (current day - previous day) /previous day.

2) **For calculating the largest and smallest daily return**: use the large and small functions as discussed in the lecture.

3) **For calculating the 1% daily return**: use the percentile function.

4) **For calculating the percentile for September 17,2007** : use the formula percentrank and check the cell number where your value for September 17,2007 will occur. 

If problem persist, feel free to discuss here.",12639383,0,0,0,0,,59f1b0c84ed74909b50027d2,59f14c6b4ed74909df0026b7,Microsoft+DAT222x+4T2017,Comment,2017-10-30T07:17:25.265Z
,Great!,12639383,0,0,0,0,,59f051e1bc04a60a2f00268c,59efedb54ed74909eb0025d9,Microsoft+DAT222x+4T2017,Comment,2017-10-30T07:15:43.518Z
,"Hi,

Follow the following steps to calculate the:

1) **For calculating the daily percentage return** : leave blank the first cell blank in which you are calculating the percentage. In second cell, calculate the percentage using the formula (current day - previous day) /previous day.

2) **For calculating the largest and smallest daily return**: use the large and small functions as discussed in the lecture.

3) **For calculating the 1% daily return**: use the percentile function.

4) **For calculating the percentile for September 17,2007** : use the formula percentrank and check the cell number where your value for September 17,2007 will occur. 
",12639383,0,0,0,0,,,59f1bd9cbc04a609f90027cd,Microsoft+DAT222x+4T2017,Comment,2017-10-30T07:14:14.822Z
,"Hi MuriloRossener

What really matters is how much the distribution of the maximum interval and the minimum interval. There are many very large gold returns between 0.36 and 1.2, so gold returns have most spread. Bond returns are entirely between -11% and 33%, so Bonds have the least spread. 

Below is the histogram:
![3][1]


  [1]: https://edxuploads.s3.amazonaws.com/15093457346538475.png",16524953,0,0,0,0,,,59f3cdfbbc04a60a04002934,Microsoft+DAT222x+4T2017,Comment,2017-10-30T06:43:59.044Z
,"Hi Viktorias

First, thank you for your advice to the 1st question, we will pay attention to the expression of question in the future. Second, ""most Stanford students thought there was an 80% chance the cab is actually green"", that was actually ignored  when we calculate. Because it  is just an example, it only connect with the first question. If we take it away,  it will not affect the calculation results.",16524953,0,0,0,0,,,59f38aabbc04a60a1d002833,Microsoft+DAT222x+4T2017,Comment,2017-10-30T05:46:28.223Z
,"Basic probability/conditional probability/M2L4HW1

A roulette wheel contains the numbers 0, 00, 1, 2, ΓÇª, 36. Suppose you bet that 00 will win on each of 25 spins. After 25 spins, what is the probability that you have won at least once?

Could you also help me with M2L4HW2 in the same section. I just want to know the steps for both problems.",13683305,0,0,0,0,,59f2dc4fbc04a609f30028dd,59f2d954bc04a609f30028db,Microsoft+DAT222x+4T2017,Comment,2017-10-30T04:41:04.679Z
,"Hi Malika,
   Thanks for your answer, I think it's just a poorly worded question. It seems like it should be  ""Given that the first ball is blue, what is the chance the second ball is blue"".",13683305,0,0,0,0,,59f18b964ed74909c300268e,59f1514e50ef220a160028b7,Microsoft+DAT222x+4T2017,Comment,2017-10-30T04:27:58.826Z
,"My percentages were the same as yours, and I am still perplexed that CH with a higher survival (live) than ER was the wrong answer. I am looking for the reasoning behind it!",15215355,0,0,0,0,,,59f4cedebc04a609d70028fa,Microsoft+DAT222x+4T2017,Comment,2017-10-30T03:48:03.432Z
,"I think you need to review your computations again. For example on the excel page follow the following steps:
1. calculate the % return per year in column AA
2. then add 1 to each year % return in column AB
3. use GEOMEAN to determine the CAGR in column AB; should be GEOMEAN(AB10:AB16)-1",15215355,0,0,0,0,,,59f60cc0bc04a60a2f002a04,Microsoft+DAT222x+4T2017,Comment,2017-10-30T03:06:13.225Z
,"Hi jquaranta,

Please specify your question location, like this: module x/sectionx/quiz x

Good luck!",9080860,0,0,0,0,,,59ee559a50ef2209f9002549,Microsoft+DAT222x+4T2017,Comment,2017-10-24T10:14:51.989Z
,"Hi alolazo,

Welcome to this course, happy learning!",9080860,0,0,0,0,,,59ee0de950ef2209e10023e9,Microsoft+DAT222x+4T2017,Comment,2017-10-24T10:13:19.858Z
,"Hi Haswa,

We are sorry to hear that, but there is no other way to get this book.
Luckily,the textbook companion content is not required to complete the course but can be used as an additional resource for understanding core concepts. 

Please don't give up, watch the course video and do more practices carefully, we believe you could achieve  more!

Good luck!",9080860,0,0,0,0,,,59ee9d3dbc04a60a1a0022e6,Microsoft+DAT222x+4T2017,Comment,2017-10-24T09:58:21.569Z
,"Hi sjmathis,

Please refer to this link below, hope it is useful.

https://support.office.com/en-gb/article/Vary-the-colors-of-same-series-data-markers-in-a-chart-395f0c1c-ea89-4fd9-9c5e-fed830e45851

Good luck!",9080860,0,0,0,0,,,59eeadb04ed74909e8002433,Microsoft+DAT222x+4T2017,Comment,2017-10-24T09:37:33.630Z
,"Hi all,

We will get back to you once we get any reply from the owner,.

We are so sorry for your inconvenience!

",9080860,0,0,0,0,,59eed8dd4ed74909ca0025ab,59eccc514ed74909e80022ee,Microsoft+DAT222x+4T2017,Comment,2017-10-24T09:32:28.416Z
,"Hi Sumairsayani,

Thanks for your help, you are so appreciated!

Hope you enjoy this course, happy learning!",9080860,0,0,0,0,,59eee552bc04a60a250024ce,59eb8c5e4ed74909df0022ff,Microsoft+DAT222x+4T2017,Comment,2017-10-24T09:30:08.541Z
,"Hi SarangPingale,

Please specify your question location, which module do your question is mentioned? ",9080860,0,0,0,0,,59ee109f4ed74909ca0024f7,59ee100e50ef220a16002625,Microsoft+DAT222x+4T2017,Comment,2017-10-24T09:27:37.501Z
,"Welcome to this course, happy learning!",9080860,0,0,0,0,,,59e5b71a4ed74909f7001fa2,Microsoft+DAT222x+4T2017,Comment,2017-10-18T02:38:16.352Z
,"Welcome to this course, happy learning!",9080860,0,0,0,0,,,59e5b40150ef2209e4002010,Microsoft+DAT222x+4T2017,Comment,2017-10-18T02:38:13.466Z
,"Welcome to this course, happy learning!",9080860,0,0,0,0,,,59e5b17250ef220a290020e4,Microsoft+DAT222x+4T2017,Comment,2017-10-18T02:38:09.307Z
,"Welcome to this course, happy learning!",9080860,0,0,0,0,,,59e5a37550ef220a290020dc,Microsoft+DAT222x+4T2017,Comment,2017-10-18T02:38:06.779Z
,"OK, sorry to keep harping on this, but I'm a classic INTP. These things matter to us. 
I just found this on the website http://www.usablestats.com/lessons/noir:

""Ordinal refers to quantities that have a natural ordering. The ranking of favorite sports, the order of people's place in a line, the order of runners finishing a race or more often the choice on a rating scale from 1 to 5...""

Note the first example they use, ""the ranking of favorite sports"". Now I know that favorite sports aren't any more natural than favorite restaurant chains. 

Is there anyone higher up the food chain we can ask about this? A couple of different PhDs or something? I'm beginning to think the answer to that question is incorrect and that whoever wrote is as confused about this particular type of example as I am. 

It's not that I care about the question itself in this context, but it's important that I understand the concept precisely; otherwise, I'll be getting a pretty fundamental piece of statistics confused for the rest of my life. 

Thanks! And sorry!",5516957,0,0,0,0,,59ef029450ef220a2300258d,59ecb17e50ef2209ed002378,Microsoft+DAT222x+4T2017,Comment,2017-10-24T09:24:24.236Z
,"Hi, you have to use the t.dist to find the p-value. 

T.INV is use to get the percentile of T random variables.

T.DIST to get the T probabilities, when it is >=, use 1-T.DIST and when it is < , use T.DIST


",12639383,0,0,0,0,,,5a11b68caf36f315c4000d0a,Microsoft+DAT222x+4T2017,Comment,2017-11-20T05:48:27.314Z
,"Hi Kristen, welcome to the course. Happy learning.",12639383,0,0,0,0,,,5a1241060c1c9816a2000d58,Microsoft+DAT222x+4T2017,Comment,2017-11-20T05:39:57.086Z
